Data		Hora       Temp_atual	Temp_med	Temp_min	Temp_max      Umi_atual     Umi_med     Umi_min     Umi_max
02/10/2024	15:18:35    25.25 °C	 32.67 °C	25.25 °C	 130.00 °C     76.01 RH      50.43 RH    40.76 RH    100.00 RH   
02/10/2024	15:18:40    25.20 °C	 32.63 °C	25.20 °C	 130.00 °C     75.67 RH      50.57 RH    40.76 RH    100.00 RH   
02/10/2024	15:18:45    25.16 °C	 32.59 °C	25.16 °C	 130.00 °C     75.05 RH      50.69 RH    40.76 RH    100.00 RH   
02/10/2024	15:18:50    25.15 °C	 32.55 °C	25.15 °C	 130.00 °C     74.72 RH      50.82 RH    40.76 RH    100.00 RH   
02/10/2024	15:18:55    25.18 °C	 32.51 °C	25.15 °C	 130.00 °C     74.63 RH      50.94 RH    40.76 RH    100.00 RH   
02/10/2024	15:19:00    25.18 °C	 32.47 °C	25.15 °C	 130.00 °C     74.85 RH      51.06 RH    40.76 RH    100.00 RH   
02/10/2024	15:19:05    25.22 °C	 32.44 °C	25.15 °C	 130.00 °C     74.88 RH      51.19 RH    40.76 RH    100.00 RH   
02/10/2024	15:19:10    25.23 °C	 32.40 °C	25.15 °C	 130.00 °C     74.37 RH      51.30 RH    40.76 RH    100.00 RH   
02/10/2024	15:19:15    25.25 °C	 32.36 °C	25.15 °C	 130.00 °C     73.41 RH      51.42 RH    40.76 RH    100.00 RH   
02/10/2024	15:19:20    25.27 °C	 32.33 °C	25.15 °C	 130.00 °C     72.86 RH      51.52 RH    40.76 RH    100.00 RH   
02/10/2024	15:19:25    25.30 °C	 32.29 °C	25.15 °C	 130.00 °C     72.79 RH      51.63 RH    40.76 RH    100.00 RH   
02/10/2024	15:19:30    25.34 °C	 32.26 °C	25.15 °C	 130.00 °C     72.21 RH      51.73 RH    40.76 RH    100.00 RH   
02/10/2024	15:19:35    25.36 °C	 32.22 °C	25.15 °C	 130.00 °C     71.45 RH      51.83 RH    40.76 RH    100.00 RH   
02/10/2024	15:19:40    25.37 °C	 32.19 °C	25.15 °C	 130.00 °C     70.65 RH      51.92 RH    40.76 RH    100.00 RH   
02/10/2024	15:19:45    25.40 °C	 32.16 °C	25.15 °C	 130.00 °C     70.49 RH      52.01 RH    40.76 RH    100.00 RH   
02/10/2024	15:19:50    25.41 °C	 32.12 °C	25.15 °C	 130.00 °C     70.36 RH      52.10 RH    40.76 RH    100.00 RH   
02/10/2024	15:19:55    25.43 °C	 32.09 °C	25.15 °C	 130.00 °C     70.06 RH      52.19 RH    40.76 RH    100.00 RH   
02/10/2024	15:20:00    25.48 °C	 32.06 °C	25.15 °C	 130.00 °C     69.74 RH      52.27 RH    40.76 RH    100.00 RH   
02/10/2024	15:20:05    25.48 °C	 32.03 °C	25.15 °C	 130.00 °C     68.95 RH      52.35 RH    40.76 RH    100.00 RH   
02/10/2024	15:20:10    25.50 °C	 32.00 °C	25.15 °C	 130.00 °C     68.37 RH      52.43 RH    40.76 RH    100.00 RH   
02/10/2024	15:20:15    25.57 °C	 31.97 °C	25.15 °C	 130.00 °C     67.76 RH      52.50 RH    40.76 RH    100.00 RH   
02/10/2024	15:20:20    25.57 °C	 31.94 °C	25.15 °C	 130.00 °C     66.70 RH      52.57 RH    40.76 RH    100.00 RH   
02/10/2024	15:20:25    25.60 °C	 31.91 °C	25.15 °C	 130.00 °C     65.45 RH      52.63 RH    40.76 RH    100.00 RH   
02/10/2024	15:20:30    25.65 °C	 31.88 °C	25.15 °C	 130.00 °C     63.40 RH      52.68 RH    40.76 RH    100.00 RH   
02/10/2024	15:20:35    25.65 °C	 31.85 °C	25.15 °C	 130.00 °C     62.17 RH      52.73 RH    40.76 RH    100.00 RH   
02/10/2024	15:20:40    25.68 °C	 31.82 °C	25.15 °C	 130.00 °C     61.63 RH      52.77 RH    40.76 RH    100.00 RH   
02/10/2024	15:20:45    25.74 °C	 31.79 °C	25.15 °C	 130.00 °C     60.95 RH      52.81 RH    40.76 RH    100.00 RH   
02/10/2024	15:20:50    25.74 °C	 31.76 °C	25.15 °C	 130.00 °C     60.01 RH      52.84 RH    40.76 RH    100.00 RH   
02/10/2024	15:20:55    25.78 °C	 31.74 °C	25.15 °C	 130.00 °C     59.41 RH      52.87 RH    40.76 RH    100.00 RH   
02/10/2024	15:21:00    25.78 °C	 31.71 °C	25.15 °C	 130.00 °C     59.09 RH      52.90 RH    40.76 RH    100.00 RH   
02/10/2024	15:21:05    25.80 °C	 31.68 °C	25.15 °C	 130.00 °C     58.26 RH      52.92 RH    40.76 RH    100.00 RH   
02/10/2024	15:21:10    25.84 °C	 31.65 °C	25.15 °C	 130.00 °C     57.56 RH      52.94 RH    40.76 RH    100.00 RH   
02/10/2024	15:21:15    25.87 °C	 31.63 °C	25.15 °C	 130.00 °C     57.26 RH      52.96 RH    40.76 RH    100.00 RH   
02/10/2024	15:21:20    25.91 °C	 31.60 °C	25.15 °C	 130.00 °C     56.88 RH      52.98 RH    40.76 RH    100.00 RH   
02/10/2024	15:21:25    25.92 °C	 31.58 °C	25.15 °C	 130.00 °C     56.56 RH      53.00 RH    40.76 RH    100.00 RH   
02/10/2024	15:21:30    25.96 °C	 31.55 °C	25.15 °C	 130.00 °C     56.19 RH      53.01 RH    40.76 RH    100.00 RH   
02/10/2024	15:21:35    25.96 °C	 31.53 °C	25.15 °C	 130.00 °C     55.73 RH      53.02 RH    40.76 RH    100.00 RH   
02/10/2024	15:21:40    25.99 °C	 31.50 °C	25.15 °C	 130.00 °C     55.00 RH      53.03 RH    40.76 RH    100.00 RH   
02/10/2024	15:21:45    25.99 °C	 31.48 °C	25.15 °C	 130.00 °C     54.38 RH      53.04 RH    40.76 RH    100.00 RH   
02/10/2024	15:21:50    26.03 °C	 31.46 °C	25.15 °C	 130.00 °C     53.80 RH      53.04 RH    40.76 RH    100.00 RH   
02/10/2024	15:21:56    26.03 °C	 31.43 °C	25.15 °C	 130.00 °C     53.04 RH      53.04 RH    40.76 RH    100.00 RH   
02/10/2024	15:22:01    26.08 °C	 31.41 °C	25.15 °C	 130.00 °C     52.23 RH      53.04 RH    40.76 RH    100.00 RH   
02/10/2024	15:22:06    26.09 °C	 31.39 °C	25.15 °C	 130.00 °C     51.62 RH      53.03 RH    40.76 RH    100.00 RH   
02/10/2024	15:22:11    26.09 °C	 31.36 °C	25.15 °C	 130.00 °C     50.62 RH      53.02 RH    40.76 RH    100.00 RH   
02/10/2024	15:22:16    26.13 °C	 31.34 °C	25.15 °C	 130.00 °C     49.53 RH      53.01 RH    40.76 RH    100.00 RH   
02/10/2024	15:22:21    26.15 °C	 31.32 °C	25.15 °C	 130.00 °C     48.78 RH      52.99 RH    40.76 RH    100.00 RH   
02/10/2024	15:22:26    26.16 °C	 31.30 °C	25.15 °C	 130.00 °C     48.17 RH      52.97 RH    40.76 RH    100.00 RH   
02/10/2024	15:22:31    26.21 °C	 31.28 °C	25.15 °C	 130.00 °C     47.36 RH      52.94 RH    40.76 RH    100.00 RH   
02/10/2024	15:22:36    26.21 °C	 31.25 °C	25.15 °C	 130.00 °C     47.01 RH      52.92 RH    40.76 RH    100.00 RH   
02/10/2024	15:22:41    26.21 °C	 31.23 °C	25.15 °C	 130.00 °C     46.51 RH      52.89 RH    40.76 RH    100.00 RH   
02/10/2024	15:22:46    26.23 °C	 31.21 °C	25.15 °C	 130.00 °C     46.29 RH      52.86 RH    40.76 RH    100.00 RH   
02/10/2024	15:22:51    26.25 °C	 31.19 °C	25.15 °C	 130.00 °C     46.00 RH      52.84 RH    40.76 RH    100.00 RH   
02/10/2024	15:22:56    26.26 °C	 31.17 °C	25.15 °C	 130.00 °C     45.79 RH      52.81 RH    40.76 RH    100.00 RH   
02/10/2024	15:23:01    26.26 °C	 31.15 °C	25.15 °C	 130.00 °C     45.55 RH      52.78 RH    40.76 RH    100.00 RH   
02/10/2024	15:23:06    26.30 °C	 31.13 °C	25.15 °C	 130.00 °C     45.38 RH      52.75 RH    40.76 RH    100.00 RH   
02/10/2024	15:23:11    26.30 °C	 31.11 °C	25.15 °C	 130.00 °C     45.14 RH      52.72 RH    40.76 RH    100.00 RH   
02/10/2024	15:23:16    26.32 °C	 31.09 °C	25.15 °C	 130.00 °C     45.00 RH      52.68 RH    40.76 RH    100.00 RH   
02/10/2024	15:23:21    26.33 °C	 31.07 °C	25.15 °C	 130.00 °C     44.83 RH      52.65 RH    40.76 RH    100.00 RH   
02/10/2024	15:23:26    26.36 °C	 31.05 °C	25.15 °C	 130.00 °C     44.69 RH      52.62 RH    40.76 RH    100.00 RH   
02/10/2024	15:23:31    26.36 °C	 31.03 °C	25.15 °C	 130.00 °C     44.62 RH      52.59 RH    40.76 RH    100.00 RH   
02/10/2024	15:23:36    26.38 °C	 31.02 °C	25.15 °C	 130.00 °C     44.50 RH      52.56 RH    40.76 RH    100.00 RH   
02/10/2024	15:23:41    26.39 °C	 31.00 °C	25.15 °C	 130.00 °C     44.40 RH      52.52 RH    40.76 RH    100.00 RH   
02/10/2024	15:23:46    26.39 °C	 30.98 °C	25.15 °C	 130.00 °C     44.32 RH      52.49 RH    40.76 RH    100.00 RH   
02/10/2024	15:23:51    26.39 °C	 30.96 °C	25.15 °C	 130.00 °C     44.21 RH      52.46 RH    40.76 RH    100.00 RH   
02/10/2024	15:23:56    26.39 °C	 30.94 °C	25.15 °C	 130.00 °C     44.00 RH      52.42 RH    40.76 RH    100.00 RH   
02/10/2024	15:24:01    26.40 °C	 30.93 °C	25.15 °C	 130.00 °C     43.98 RH      52.39 RH    40.76 RH    100.00 RH   
02/10/2024	15:24:06    26.40 °C	 30.91 °C	25.15 °C	 130.00 °C     43.93 RH      52.36 RH    40.76 RH    100.00 RH   
02/10/2024	15:24:11    26.42 °C	 30.89 °C	25.15 °C	 130.00 °C     43.94 RH      52.33 RH    40.76 RH    100.00 RH   
02/10/2024	15:24:16    26.44 °C	 30.87 °C	25.15 °C	 130.00 °C     43.85 RH      52.29 RH    40.76 RH    100.00 RH   
02/10/2024	15:24:21    26.43 °C	 30.86 °C	25.15 °C	 130.00 °C     43.80 RH      52.26 RH    40.76 RH    100.00 RH   
02/10/2024	15:24:26    26.43 °C	 30.84 °C	25.15 °C	 130.00 °C     43.72 RH      52.23 RH    40.76 RH    100.00 RH   
02/10/2024	15:24:31    26.44 °C	 30.82 °C	25.15 °C	 130.00 °C     43.68 RH      52.19 RH    40.76 RH    100.00 RH   
02/10/2024	15:24:36    26.43 °C	 30.81 °C	25.15 °C	 130.00 °C     43.61 RH      52.16 RH    40.76 RH    100.00 RH   
02/10/2024	15:24:41    26.44 °C	 30.79 °C	25.15 °C	 130.00 °C     43.60 RH      52.13 RH    40.76 RH    100.00 RH   
02/10/2024	15:24:46    26.46 °C	 30.77 °C	25.15 °C	 130.00 °C     43.56 RH      52.10 RH    40.76 RH    100.00 RH   
02/10/2024	15:24:51    26.44 °C	 30.76 °C	25.15 °C	 130.00 °C     43.53 RH      52.06 RH    40.76 RH    100.00 RH   
02/10/2024	15:24:56    26.46 °C	 30.74 °C	25.15 °C	 130.00 °C     43.43 RH      52.03 RH    40.76 RH    100.00 RH   
02/10/2024	15:25:01    26.46 °C	 30.72 °C	25.15 °C	 130.00 °C     43.38 RH      52.00 RH    40.76 RH    100.00 RH   
02/10/2024	15:25:06    26.46 °C	 30.71 °C	25.15 °C	 130.00 °C     43.40 RH      51.97 RH    40.76 RH    100.00 RH   
02/10/2024	15:25:11    26.47 °C	 30.69 °C	25.15 °C	 130.00 °C     43.37 RH      51.94 RH    40.76 RH    100.00 RH   
02/10/2024	15:25:16    26.47 °C	 30.68 °C	25.15 °C	 130.00 °C     43.31 RH      51.90 RH    40.76 RH    100.00 RH   
02/10/2024	15:25:21    26.46 °C	 30.66 °C	25.15 °C	 130.00 °C     43.28 RH      51.87 RH    40.76 RH    100.00 RH   
02/10/2024	15:25:26    26.47 °C	 30.65 °C	25.15 °C	 130.00 °C     43.20 RH      51.84 RH    40.76 RH    100.00 RH   
02/10/2024	15:25:31    26.47 °C	 30.63 °C	25.15 °C	 130.00 °C     43.23 RH      51.81 RH    40.76 RH    100.00 RH   
02/10/2024	15:25:36    26.46 °C	 30.62 °C	25.15 °C	 130.00 °C     43.29 RH      51.78 RH    40.76 RH    100.00 RH   
02/10/2024	15:25:41    26.47 °C	 30.60 °C	25.15 °C	 130.00 °C     43.21 RH      51.75 RH    40.76 RH    100.00 RH   
02/10/2024	15:25:46    26.47 °C	 30.59 °C	25.15 °C	 130.00 °C     43.14 RH      51.72 RH    40.76 RH    100.00 RH   
02/10/2024	15:25:51    26.49 °C	 30.57 °C	25.15 °C	 130.00 °C     43.10 RH      51.68 RH    40.76 RH    100.00 RH   
02/10/2024	15:25:56    26.49 °C	 30.56 °C	25.15 °C	 130.00 °C     43.10 RH      51.65 RH    40.76 RH    100.00 RH   
02/10/2024	15:26:01    26.49 °C	 30.54 °C	25.15 °C	 130.00 °C     43.11 RH      51.62 RH    40.76 RH    100.00 RH   
02/10/2024	15:26:06    26.49 °C	 30.53 °C	25.15 °C	 130.00 °C     43.06 RH      51.59 RH    40.76 RH    100.00 RH   
02/10/2024	15:26:11    26.47 °C	 30.51 °C	25.15 °C	 130.00 °C     43.04 RH      51.56 RH    40.76 RH    100.00 RH   
02/10/2024	15:26:16    26.47 °C	 30.50 °C	25.15 °C	 130.00 °C     43.10 RH      51.53 RH    40.76 RH    100.00 RH   
02/10/2024	15:26:21    26.46 °C	 30.48 °C	25.15 °C	 130.00 °C     43.05 RH      51.50 RH    40.76 RH    100.00 RH   
02/10/2024	15:26:26    26.47 °C	 30.47 °C	25.15 °C	 130.00 °C     43.07 RH      51.47 RH    40.76 RH    100.00 RH   
02/10/2024	15:26:31    26.47 °C	 30.46 °C	25.15 °C	 130.00 °C     43.03 RH      51.44 RH    40.76 RH    100.00 RH   
02/10/2024	15:26:36    26.46 °C	 30.44 °C	25.15 °C	 130.00 °C     43.00 RH      51.41 RH    40.76 RH    100.00 RH   
02/10/2024	15:26:41    26.44 °C	 30.43 °C	25.15 °C	 130.00 °C     43.04 RH      51.38 RH    40.76 RH    100.00 RH   
02/10/2024	15:26:46    26.47 °C	 30.41 °C	25.15 °C	 130.00 °C     43.00 RH      51.35 RH    40.76 RH    100.00 RH   
02/10/2024	15:26:51    26.46 °C	 30.40 °C	25.15 °C	 130.00 °C     42.97 RH      51.33 RH    40.76 RH    100.00 RH   
02/10/2024	15:26:56    26.44 °C	 30.39 °C	25.15 °C	 130.00 °C     42.98 RH      51.30 RH    40.76 RH    100.00 RH   
02/10/2024	15:27:01    26.44 °C	 30.37 °C	25.15 °C	 130.00 °C     42.98 RH      51.27 RH    40.76 RH    100.00 RH   
02/10/2024	15:27:06    26.44 °C	 30.36 °C	25.15 °C	 130.00 °C     42.98 RH      51.24 RH    40.76 RH    100.00 RH   
02/10/2024	15:27:11    26.43 °C	 30.35 °C	25.15 °C	 130.00 °C     42.95 RH      51.21 RH    40.76 RH    100.00 RH   
02/10/2024	15:27:16    26.44 °C	 30.33 °C	25.15 °C	 130.00 °C     43.00 RH      51.18 RH    40.76 RH    100.00 RH   
02/10/2024	15:27:21    26.44 °C	 30.32 °C	25.15 °C	 130.00 °C     42.95 RH      51.16 RH    40.76 RH    100.00 RH   
02/10/2024	15:27:26    26.44 °C	 30.31 °C	25.15 °C	 130.00 °C     42.94 RH      51.13 RH    40.76 RH    100.00 RH   
02/10/2024	15:27:31    26.44 °C	 30.29 °C	25.15 °C	 130.00 °C     42.93 RH      51.10 RH    40.76 RH    100.00 RH   
02/10/2024	15:27:36    26.44 °C	 30.28 °C	25.15 °C	 130.00 °C     42.94 RH      51.07 RH    40.76 RH    100.00 RH   
02/10/2024	15:27:41    26.44 °C	 30.27 °C	25.15 °C	 130.00 °C     42.93 RH      51.05 RH    40.76 RH    100.00 RH   
02/10/2024	15:27:46    26.44 °C	 30.25 °C	25.15 °C	 130.00 °C     42.89 RH      51.02 RH    40.76 RH    100.00 RH   
02/10/2024	15:27:51    26.44 °C	 30.24 °C	25.15 °C	 130.00 °C     42.93 RH      50.99 RH    40.76 RH    100.00 RH   
02/10/2024	15:27:56    26.43 °C	 30.23 °C	25.15 °C	 130.00 °C     42.91 RH      50.96 RH    40.76 RH    100.00 RH   
02/10/2024	15:28:01    26.44 °C	 30.22 °C	25.15 °C	 130.00 °C     42.97 RH      50.94 RH    40.76 RH    100.00 RH   
02/10/2024	15:28:07    26.44 °C	 30.20 °C	25.15 °C	 130.00 °C     42.90 RH      50.91 RH    40.76 RH    100.00 RH   
02/10/2024	15:28:12    26.44 °C	 30.19 °C	25.15 °C	 130.00 °C     42.93 RH      50.89 RH    40.76 RH    100.00 RH   
02/10/2024	15:28:17    26.46 °C	 30.18 °C	25.15 °C	 130.00 °C     42.89 RH      50.86 RH    40.76 RH    100.00 RH   
02/10/2024	15:28:22    26.44 °C	 30.17 °C	25.15 °C	 130.00 °C     42.85 RH      50.83 RH    40.76 RH    100.00 RH   
02/10/2024	15:28:27    26.44 °C	 30.16 °C	25.15 °C	 130.00 °C     42.84 RH      50.81 RH    40.76 RH    100.00 RH   
02/10/2024	15:28:32    26.49 °C	 30.14 °C	25.15 °C	 130.00 °C     42.82 RH      50.78 RH    40.76 RH    100.00 RH   
02/10/2024	15:28:37    26.46 °C	 30.13 °C	25.15 °C	 130.00 °C     42.84 RH      50.76 RH    40.76 RH    100.00 RH   
02/10/2024	15:28:42    26.46 °C	 30.12 °C	25.15 °C	 130.00 °C     42.80 RH      50.73 RH    40.76 RH    100.00 RH   
02/10/2024	15:28:47    26.49 °C	 30.11 °C	25.15 °C	 130.00 °C     42.79 RH      50.71 RH    40.76 RH    100.00 RH   
02/10/2024	15:28:52    26.47 °C	 30.10 °C	25.15 °C	 130.00 °C     42.78 RH      50.68 RH    40.76 RH    100.00 RH   
02/10/2024	15:28:57    26.43 °C	 30.09 °C	25.15 °C	 130.00 °C     42.81 RH      50.65 RH    40.76 RH    100.00 RH   
02/10/2024	15:29:02    26.47 °C	 30.07 °C	25.15 °C	 130.00 °C     42.83 RH      50.63 RH    40.76 RH    100.00 RH   
02/10/2024	15:29:07    26.46 °C	 30.06 °C	25.15 °C	 130.00 °C     42.77 RH      50.61 RH    40.76 RH    100.00 RH   
02/10/2024	15:29:12    26.44 °C	 30.05 °C	25.15 °C	 130.00 °C     42.80 RH      50.58 RH    40.76 RH    100.00 RH   
02/10/2024	15:29:17    26.46 °C	 30.04 °C	25.15 °C	 130.00 °C     42.82 RH      50.56 RH    40.76 RH    100.00 RH   
02/10/2024	15:29:22    26.44 °C	 30.03 °C	25.15 °C	 130.00 °C     42.77 RH      50.53 RH    40.76 RH    100.00 RH   
02/10/2024	15:29:27    26.44 °C	 30.02 °C	25.15 °C	 130.00 °C     42.77 RH      50.51 RH    40.76 RH    100.00 RH   
02/10/2024	15:29:32    26.46 °C	 30.01 °C	25.15 °C	 130.00 °C     42.76 RH      50.48 RH    40.76 RH    100.00 RH   
02/10/2024	15:29:37    26.47 °C	 30.00 °C	25.15 °C	 130.00 °C     42.76 RH      50.46 RH    40.76 RH    100.00 RH   
02/10/2024	15:29:42    26.46 °C	 29.98 °C	25.15 °C	 130.00 °C     42.73 RH      50.44 RH    40.76 RH    100.00 RH   
02/10/2024	15:29:47    26.46 °C	 29.97 °C	25.15 °C	 130.00 °C     42.72 RH      50.41 RH    40.76 RH    100.00 RH   
02/10/2024	15:29:52    26.44 °C	 29.96 °C	25.15 °C	 130.00 °C     42.74 RH      50.39 RH    40.76 RH    100.00 RH   
02/10/2024	15:29:57    26.44 °C	 29.95 °C	25.15 °C	 130.00 °C     42.74 RH      50.36 RH    40.76 RH    100.00 RH   
02/10/2024	15:30:02    26.47 °C	 29.94 °C	25.15 °C	 130.00 °C     42.73 RH      50.34 RH    40.76 RH    100.00 RH   
02/10/2024	15:30:07    26.46 °C	 29.93 °C	25.15 °C	 130.00 °C     42.75 RH      50.32 RH    40.76 RH    100.00 RH   
02/10/2024	15:30:12    26.44 °C	 29.92 °C	25.15 °C	 130.00 °C     42.70 RH      50.29 RH    40.76 RH    100.00 RH   
02/10/2024	15:30:17    26.46 °C	 29.91 °C	25.15 °C	 130.00 °C     42.70 RH      50.27 RH    40.76 RH    100.00 RH   
02/10/2024	15:30:22    26.44 °C	 29.90 °C	25.15 °C	 130.00 °C     42.72 RH      50.25 RH    40.76 RH    100.00 RH   
02/10/2024	15:30:27    26.47 °C	 29.89 °C	25.15 °C	 130.00 °C     42.72 RH      50.23 RH    40.76 RH    100.00 RH   
02/10/2024	15:30:32    26.47 °C	 29.88 °C	25.15 °C	 130.00 °C     42.69 RH      50.20 RH    40.76 RH    100.00 RH   
02/10/2024	15:30:37    26.44 °C	 29.87 °C	25.15 °C	 130.00 °C     42.70 RH      50.18 RH    40.76 RH    100.00 RH   
02/10/2024	15:30:42    26.46 °C	 29.86 °C	25.15 °C	 130.00 °C     42.67 RH      50.16 RH    40.76 RH    100.00 RH   
02/10/2024	15:30:47    26.44 °C	 29.85 °C	25.15 °C	 130.00 °C     42.67 RH      50.14 RH    40.76 RH    100.00 RH   
02/10/2024	15:30:52    26.44 °C	 29.84 °C	25.15 °C	 130.00 °C     42.72 RH      50.11 RH    40.76 RH    100.00 RH   
02/10/2024	15:30:57    26.44 °C	 29.83 °C	25.15 °C	 130.00 °C     42.69 RH      50.09 RH    40.76 RH    100.00 RH   
02/10/2024	15:31:02    26.46 °C	 29.82 °C	25.15 °C	 130.00 °C     42.70 RH      50.07 RH    40.76 RH    100.00 RH   
02/10/2024	15:31:07    26.44 °C	 29.81 °C	25.15 °C	 130.00 °C     42.66 RH      50.05 RH    40.76 RH    100.00 RH   
02/10/2024	15:31:12    26.43 °C	 29.80 °C	25.15 °C	 130.00 °C     42.64 RH      50.03 RH    40.76 RH    100.00 RH   
02/10/2024	15:31:17    26.44 °C	 29.79 °C	25.15 °C	 130.00 °C     42.69 RH      50.01 RH    40.76 RH    100.00 RH   
02/10/2024	15:31:22    26.44 °C	 29.78 °C	25.15 °C	 130.00 °C     42.67 RH      49.98 RH    40.76 RH    100.00 RH   
02/10/2024	15:31:27    26.44 °C	 29.77 °C	25.15 °C	 130.00 °C     42.67 RH      49.96 RH    40.76 RH    100.00 RH   
02/10/2024	15:31:32    26.47 °C	 29.76 °C	25.15 °C	 130.00 °C     42.65 RH      49.94 RH    40.76 RH    100.00 RH   
02/10/2024	15:31:37    26.50 °C	 29.75 °C	25.15 °C	 130.00 °C     42.62 RH      49.92 RH    40.76 RH    100.00 RH   
02/10/2024	15:31:42    26.47 °C	 29.74 °C	25.15 °C	 130.00 °C     42.63 RH      49.90 RH    40.76 RH    100.00 RH   
02/10/2024	15:31:47    26.49 °C	 29.73 °C	25.15 °C	 130.00 °C     42.65 RH      49.88 RH    40.76 RH    100.00 RH   
02/10/2024	15:31:52    26.50 °C	 29.72 °C	25.15 °C	 130.00 °C     42.64 RH      49.86 RH    40.76 RH    100.00 RH   
02/10/2024	15:31:57    26.46 °C	 29.71 °C	25.15 °C	 130.00 °C     42.59 RH      49.84 RH    40.76 RH    100.00 RH   
02/10/2024	15:32:02    26.46 °C	 29.70 °C	25.15 °C	 130.00 °C     42.63 RH      49.82 RH    40.76 RH    100.00 RH   
02/10/2024	15:32:07    26.47 °C	 29.69 °C	25.15 °C	 130.00 °C     42.59 RH      49.80 RH    40.76 RH    100.00 RH   
02/10/2024	15:32:12    26.44 °C	 29.68 °C	25.15 °C	 130.00 °C     42.62 RH      49.78 RH    40.76 RH    100.00 RH   
02/10/2024	15:32:17    26.46 °C	 29.68 °C	25.15 °C	 130.00 °C     42.60 RH      49.76 RH    40.76 RH    100.00 RH   
02/10/2024	15:32:22    26.44 °C	 29.67 °C	25.15 °C	 130.00 °C     42.67 RH      49.74 RH    40.76 RH    100.00 RH   
02/10/2024	15:32:27    26.46 °C	 29.66 °C	25.15 °C	 130.00 °C     42.65 RH      49.72 RH    40.76 RH    100.00 RH   
02/10/2024	15:32:32    26.43 °C	 29.65 °C	25.15 °C	 130.00 °C     42.66 RH      49.70 RH    40.76 RH    100.00 RH   
02/10/2024	15:32:37    26.43 °C	 29.64 °C	25.15 °C	 130.00 °C     42.67 RH      49.68 RH    40.76 RH    100.00 RH   
02/10/2024	15:32:42    26.46 °C	 29.63 °C	25.15 °C	 130.00 °C     42.69 RH      49.66 RH    40.76 RH    100.00 RH   
02/10/2024	15:32:47    26.44 °C	 29.62 °C	25.15 °C	 130.00 °C     42.66 RH      49.64 RH    40.76 RH    100.00 RH   
02/10/2024	15:32:52    26.46 °C	 29.61 °C	25.15 °C	 130.00 °C     42.67 RH      49.62 RH    40.76 RH    100.00 RH   
02/10/2024	15:32:57    26.44 °C	 29.60 °C	25.15 °C	 130.00 °C     42.66 RH      49.60 RH    40.76 RH    100.00 RH   
02/10/2024	15:33:02    26.44 °C	 29.60 °C	25.15 °C	 130.00 °C     42.64 RH      49.58 RH    40.76 RH    100.00 RH   
02/10/2024	15:33:07    26.46 °C	 29.59 °C	25.15 °C	 130.00 °C     42.70 RH      49.56 RH    40.76 RH    100.00 RH   
02/10/2024	15:33:12    26.44 °C	 29.58 °C	25.15 °C	 130.00 °C     42.66 RH      49.54 RH    40.76 RH    100.00 RH   
02/10/2024	15:33:17    26.44 °C	 29.57 °C	25.15 °C	 130.00 °C     42.63 RH      49.52 RH    40.76 RH    100.00 RH   
02/10/2024	15:33:22    26.44 °C	 29.56 °C	25.15 °C	 130.00 °C     42.60 RH      49.50 RH    40.76 RH    100.00 RH   
02/10/2024	15:33:27    26.46 °C	 29.55 °C	25.15 °C	 130.00 °C     42.60 RH      49.49 RH    40.76 RH    100.00 RH   
02/10/2024	15:33:32    26.43 °C	 29.54 °C	25.15 °C	 130.00 °C     42.63 RH      49.47 RH    40.76 RH    100.00 RH   
02/10/2024	15:33:37    26.44 °C	 29.54 °C	25.15 °C	 130.00 °C     42.67 RH      49.45 RH    40.76 RH    100.00 RH   
02/10/2024	15:33:42    26.44 °C	 29.53 °C	25.15 °C	 130.00 °C     42.64 RH      49.43 RH    40.76 RH    100.00 RH   
02/10/2024	15:33:47    26.42 °C	 29.52 °C	25.15 °C	 130.00 °C     42.67 RH      49.41 RH    40.76 RH    100.00 RH   
02/10/2024	15:33:52    26.43 °C	 29.51 °C	25.15 °C	 130.00 °C     42.66 RH      49.39 RH    40.76 RH    100.00 RH   
